,curv,length
0,0.22239042775096626,3.0736583486533853
0,0.863232837217565,4.613840279501597
0,0.9085852494811747,2.7396870362965333
0,0.7803103797925268,2.283476572324225
0,0.7169783249381675,1.4234002954614713
0,0.8240885728589892,1.560020149686058
0,0.8037168932727702,1.4673299165955136
0,0.860916094874141,3.23230327741159
0,1.1368275138364632,3.650741752972217
